Porosity_used,k0_m2,Permeability_mD,Tortuosity,OutletHConc,C_molL,pH,eta_Pa_s,K_f_Pa,omega_rad_s,theta_deg,Lambda_m,debye_d_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,RE_energy_proxy,TTM_energy_proxy_abs,matrix_cond,scan,scan_value,RE_abs_norm_to_scan_start,TTM_abs_norm_to_scan_start,RE_energy_proxy_norm_to_scan_start,TTM_energy_proxy_abs_norm_to_scan_start,L_abs_norm_to_scan_start
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.002616504698748821,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,5.971870831896938e-09,1.4630584494015078e-09,0.0034619458087606727,207824749.81786564,11081267.725885822,208119968.1224058,-2.1819596547701744e-08,1.8244935034777375e-07,1.837494496204796e-07,4.331392113127121e+16,3.376386023582918e-14,8.612237879568727e+25,electrolyte_concentration_molL,0.002616504698748821,0.2800026991883469,0.004232323894161073,0.0784015115527599,1.791256554508675e-05,0.4695606502098292
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.0031165269449294304,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,5.471869384537057e-09,1.4125703304345743e-09,0.0041214725970214845,186186801.82722002,11284086.759371813,186528431.58253792,-2.440944586089524e-08,1.3384993716358737e-07,1.3605743906869725e-07,3.479285578864153e+16,1.8511626725932264e-14,8.280083254620411e+25,electrolyte_concentration_molL,0.0031165269449294304,0.2509536436588407,0.0031338278919374354,0.0629777312656484,9.82087725628503e-06,0.4533567630857827
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.0037121050090663608,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,5.013731107764637e-09,1.3620164833445173e-09,0.0049070016829731306,165310231.98708716,11240568.364350324,165691952.66149232,-2.462571771331863e-08,9.723949942381753e-08,1.0030925291861496e-07,2.7453823176778212e+16,1.0061946221090665e-14,7.910963815846218e+25,electrolyte_concentration_molL,0.0037121050090663608,0.22292043573502232,0.0023104354805402565,0.04969352066829221,5.338112109739286e-06,0.43713178087818466
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.004421499907374487,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,4.593950961622513e-09,1.3114035897957235e-09,0.005842616399578136,145436507.49425048,10964299.932583995,145849215.2366163,-2.347788604377523e-08,6.98754218543066e-08,7.371421648774274e-08,2.127199358513683e+16,5.433785712401804e-15,7.5134530324917105e+25,electrolyte_concentration_molL,0.004421499907374487,0.19622419851965267,0.0016978687034155014,0.038503936084680064,2.8827581340378362e-06,0.4208878480308713
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.00526646239348428,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,4.209317369475317e-09,1.2607376747015177e-09,0.006957003078537728,126777234.50356266,10481636.17629584,127209794.76952061,-2.1308347935114437e-08,4.9742058547760366e-08,5.411393610053436e-08,1.6182331885303554e+16,2.9283180802927157e-15,7.0906717435958354e+25,electrolyte_concentration_molL,0.00526646239348428,0.17114689291953022,0.0012464130109692093,0.029291258956009144,1.5535453939133305e-06,0.4046268982069984
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.00627289985819625,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,3.856887647470393e-09,1.210024169112364e-09,0.008284330749210632,109501520.31661035,9829109.11931425,109941777.03552192,-1.86568742690089e-08,3.5103594555008946e-08,3.9753506866338973e-08,1.2087194337728416e+16,1.58034130817206e-15,6.651031014969717e+25,electrolyte_concentration_molL,0.00627289985819625,0.1479146599974681,0.0009156474609018399,0.021878746642166592,8.384102726559866e-07,0.388350674472667
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.0074716706758680826,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,3.533965491194103e-09,1.159267967222961e-09,0.00986529895319252,93727541.65580042,9049658.911336817,94163413.23067755,-1.5995987143502673e-08,2.449211168540015e-08,2.9252950953796396e-08,8866748391251339.0,8.557351395052174e-16,6.207127297397218e+25,electrolyte_concentration_molL,0.0074716706758680826,0.12668659382971958,0.0006737868524351517,0.016049493056176346,4.5398872251446883e-07,0.37206074759304114
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.008899530352885234,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,3.2380803472825683e-09,1.1084734780335648e-09,0.01174838580181401,79519149.03850518,8188389.01468308,79939632.08861911,-1.3384122926597523e-08,1.6957845475338984e-08,2.1603316173211656e-08,6390344778463783.0,4.667032696797483e-16,5.76220857065341e+25,electrolyte_concentration_molL,0.008899530352885234,0.10755004893990755,0.0004975918644754926,0.01156701302697651,2.4759766359219696e-07,0.35575853261276763
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.010600258488068824,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,2.9669685121669737e-09,1.057644672154126e-09,0.01399133454336207,66887448.99768867,7288572.201520678,67283386.64302789,-1.1000490498644764e-08,1.1634365262804048e-08,1.601153478836789e-08,4527054118155183.0,2.563692462791152e-16,5.326607405827512e+25,electrolyte_concentration_molL,0.010600258488068824,0.09052245222092531,0.0003687956693582819,0.008194314356089704,1.360102457374232e-07,0.33944530387750976
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.012626001098748578,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,2.7185558133471863e-09,1.00678512419681e-09,0.016662924219648535,55796538.83402309,6388477.403338608,56161075.393813595,-8.899089867168763e-09,7.910478046627072e-09,1.1906698257288399e-08,3154066389389615.0,1.4176946339011459e-16,4.906284591672306e+25,electrolyte_concentration_molL,0.012626001098748578,0.07555859652226762,0.00027424845973128396,0.005709101508414834,7.521221766498168e-08,0.32312220863959595
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.015038869469554102,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,2.490941740694775e-09,9.55898051162967e-10,0.019845078701853706,46172072.53736389,5519328.895318434,46500787.88418847,-7.1111639641249346e-09,5.30022803041563e-09,8.869107626986641e-09,2162323273850289.5,7.866107009907261e-17,4.5089434435767745e+25,electrolyte_concentration_molL,0.015038869469554102,0.0625617341739147,0.00020428325748518666,0.003913970582847566,4.1731649288759074e-08,0.3067902793781089
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.01791284454622006,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,2.282384906380106e-09,9.049863471944091e-10,0.023635378770425253,37911196.98857183,4704434.936917034,38201970.69762217,-5.580954717460281e-09,3.5552968980415243e-09,6.617189100484121e-09,1459390565181983.0,4.378719159156585e-17,4.131253888636962e+25,electrolyte_concentration_molL,0.01791284454622006,0.05139658153011587,0.0001524145383836827,0.0026416085929818474,2.323019151071109e-08,0.29045044495211886
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.02133604526501411,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,2.0912897221830464e-09,8.540526150257139e-10,0.02815005426130642,30892543.698379286,3959312.989443953,31145231.023459326,-4.332981453737394e-09,2.3454080750203183e-09,4.927034332821594e-09,970025415504653.2,2.4275667316802728e-17,3.783321964823562e+25,electrolyte_concentration_molL,0.02133604526501411,0.04190250859679232,0.00011348499370867592,0.001755820226704254,1.2878843797058214e-08,0.27410354069512943
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.025413430367026393,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.916194192260436e-09,8.030991944438982e-10,0.033527548019794524,24985293.143651657,3292525.095181009,25201301.454024218,-3.315665967554151e-09,1.5444638962233054e-09,3.65773284086387e-09,635105594976603.1,1.3379009535134076e-17,3.461979344819023e+25,electrolyte_concentration_molL,0.025413430367026393,0.033905600187463754,8.42490148015139e-05,0.0011495897240721422,7.0978964950257066e-09,0.2577503175490552
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.030270016537634618,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.7557587279775503e-09,7.521281880341323e-10,0.039932760935173985,20056715.47015205,2706914.7133086654,20238557.82203276,-2.5059025362169155e-09,1.0062039774142595e-09,2.7003692275654908e-09,409599222715763.44,7.291993965182645e-18,3.169932010332256e+25,electrolyte_concentration_molL,0.030270016537634618,0.02722877035285555,6.219793979512914e-05,0.0007414059349285453,3.8685837147585096e-09,0.24139145032716824
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.03605471154250506,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.6087558992300525e-09,7.011414844648126e-10,0.04756210821147325,15977948.985886233,2200978.85575658,16128830.141057052,-1.8664557017945692e-09,6.594446546486698e-10,1.979526241125932e-09,260139161719070.44,3.9185241393061616e-18,2.905537749381291e+25,electrolyte_concentration_molL,0.03605471154250506,0.02169958036698423,4.559467376223572e-05,0.00047087178810320746,2.0788742754847063e-09,0.225027545187316
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.04294487988789272,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.4740610438478133e-09,6.501407795422429e-10,0.05664954190250509,12628046.68314583,1770182.288810097,12751513.963734949,-1.3732978437794458e-09,4.1735893096347665e-10,1.4353171931612368e-09,162601108367327.38,2.060135444984251e-18,2.6734849856608014e+25,electrolyte_concentration_molL,0.04294487988789272,0.017155770110841632,3.3059839171564265e-05,0.000294320448096047,1.092952966049695e-09,0.20865914638930635
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.05115178099293145,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.3506436632366839e-09,5.991275952440877e-10,0.06747372436539559,9896492.717582107,1408097.8361197147,9996164.645764928,-9.929193739269442e-10,2.755079497931003e-10,1.0304336531376837e-09,99923307625240.67,1.0617935135186723e-18,2.4643942316336963e+25,electrolyte_concentration_molL,0.05115178099293145,0.013448748371415764,2.373410630905224e-05,0.00018086883275765815,5.633078022893933e-10,0.19228674240359112
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.060927046613686746,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.237559538429638e-09,5.481032969215944e-10,0.08036657257441658,7684473.510923511,1107321.4850101913,7763845.310878514,-7.077210884912207e-10,1.6536954075167483e-10,7.267848540686701e-10,60277294011250.3,5.2821622410361805e-19,2.290844551025315e+25,electrolyte_concentration_molL,0.060927046613686746,0.010445406381420337,1.674012580795436e-05,0.00010910651447301669,2.802318120661397e-10,0.17591077143222555
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.07257039612324216,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.1339435062301782e-09,4.970691088430676e-10,0.0957234352680697,5905206.29885455,860157.2516219573,5967523.09836747,-4.936922372268034e-10,1.0567276084281205e-10,5.048749919357746e-10,35611331929549.29,2.548987574821485e-19,2.13922294032977e+25,electrolyte_concentration_molL,0.07257039612324216,0.00802865092708906,1.1628848393002226e-05,6.445923570904801e-05,1.3523011494743048e-10,0.15953162639746188
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.0864388262059828,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,1.0390028401810877e-09,4.4602612823519293e-10,0.1140152149656972,4483604.366263651,659094.3701932715,4531789.216413197,-3.370142849215096e-10,6.030910520412069e-11,3.4236795470907925e-10,20537113501998.938,1.1721581641167814e-19,2.0210533965753566e+25,electrolyte_concentration_molL,0.0864388262059828,0.006097027710488728,7.88580362174208e-06,3.717374690246742e-05,6.218589876068052e-11,0.14314965944823585
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.10295755673125127,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.520111857188378e-10,3.9497533796429325e-10,0.1358028065204154,3355514.2854898633,497112.6351238252,3392137.5402725493,-2.2333602350458138e-10,3.981539977396888e-11,2.268573240034359e-10,11506597092126.3,5.146424545399989e-20,1.9252273388559143e+25,electrolyte_concentration_molL,0.10295755673125127,0.004563750782124875,5.225232918674121e-06,2.0827821201345415e-05,2.7303059054395672e-11,0.12676518603014703
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.12263306841775644,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,8.723030031138539e-10,3.439176179864457e-10,0.16175429490115606,2466709.6024088706,367854.71505623695,2493987.440627004,-1.431484317314516e-10,2.205033416697757e-11,1.448367727617867e-10,6219973354005.234,2.0977690744049436e-20,1.8686688805088734e+25,electrolyte_concentration_molL,0.12263306841775644,0.003355387863151504,3.3360433752535528e-06,1.1258627712184414e-05,1.1129185401573118e-11,0.1103784885603113
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.1460686320364989,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,7.992684756817271e-10,2.9285375568340143e-10,0.19266543949577605,1771777.1336921907,265701.5061956319,1791589.0996177506,-8.757905628351532e-11,1.3458569767391726e-11,8.860713402257685e-11,3209791501869.1426,7.851224199694897e-21,1.8485919601307836e+25,electrolyte_concentration_molL,0.1460686320364989,0.0024103875675895977,2.0408991226447066e-06,5.809968225990498e-06,4.165269228811934e-12,0.09398981974461827
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.17398280529303659,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,7.323488443100201e-10,2.417844551903354e-10,0.22948407299342477,1232990.372383309,185780.91077759844,1246908.0981368616,-5.034183100708963e-11,7.535759772426198e-12,5.09027270830757e-11,1554779805199.2852,2.591087624494088e-21,1.8859458327417257e+25,electrolyte_concentration_molL,0.17398280529303659,0.0016775787362834115,1.1724488348489177e-06,2.814270416430248e-06,1.374636270338585e-12,0.07759940557142186
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.20723146452190294,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,6.71032132606959e-10,1.907103458115964e-10,0.2733391629271566,819231.2621467165,123934.00820420988,828552.6532864784,-2.6416475840283475e-11,3.3297368421016398e-12,2.6625501746594926e-11,686499499268.0632,7.089173432579295e-22,2.0167317518451644e+25,electrolyte_concentration_molL,0.20723146452190294,0.0011147271520022119,6.132684885254838e-07,1.242616623410962e-06,3.7609823901833164e-13,0.06120744801252934
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.24683404670686512,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,6.148492299667335e-10,1.3963198961158428e-10,0.32557542691718744,504996.45365670667,76656.48751265503,510781.3967673726,-1.1926102802818132e-11,2.3598830465162214e-12,1.2157342475089742e-11,260897635283.6281,1.4780097605662118e-22,2.2911582132489813e+25,electrolyte_concentration_molL,0.24683404670686512,0.0006872006135708275,2.8002157912905606e-07,4.722446832921217e-07,7.841208477793022e-14,0.04481412745945217
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.29400480643347077,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,5.63370302584471e-10,8.854988825976371e-11,0.3877945629343503,269506.1214284634,41028.02681912969,272611.1671815461,-4.038944995014542e-12,-2.54017760517957e-13,4.0469249678504755e-12,74316848472.08488,1.6377601695411574e-23,3.090085183022923e+25,electrolyte_concentration_molL,0.29400480643347077,0.0003667685678042388,9.321332539872613e-08,1.3451918232917253e-07,8.688724031888803e-15,0.028419604920275933
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.3501900461431713,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,5.162015049629165e-10,3.7464489201355167e-11,0.4619043587231973,95921.10066864912,14638.176525493978,97031.61219662715,-5.912568240570868e-13,-7.610916606454872e-13,9.637661271792958e-13,9415133765.476643,9.288451478981786e-25,3.883866926557042e+25,electrolyte_concentration_molL,0.3501900461431713,0.00013054544245208133,2.2198544903774205e-08,1.704211254500968e-08,4.927753958448798e-16,0.012024024000110003
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.4171124612056516,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,4.729819667518363e-10,1.3623808781439709e-11,0.5501771861032771,-29333.8364286693,-4485.814383008792,29674.846087262773,-7.062889306095328e-14,-1.6574135180401782e-14,7.254751885484305e-14,880596490.3027347,5.263142491993807e-27,1.3266391453752795e+26,electrolyte_concentration_molL,0.4171124612056516,3.992426616914226e-05,1.670996011937071e-09,1.5939470291445175e-09,2.792227671909596e-18,0.0043724873140673975
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.49682395947343877,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,4.333810318675963e-10,6.47146505589803e-11,0.6553196736125225,-117147.48521619759,-17946.04090477243,118514.1075004786,-1.2980077037587805e-12,3.492531965382772e-13,1.3441732754036387e-12,14045593676.634996,1.8068017943093464e-24,2.403663273260352e+25,electrolyte_concentration_molL,0.49682395947343877,0.00015944779490123016,3.096050999409096e-08,2.5423599298864757e-08,9.585531790942062e-16,0.02076981504533004
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.5917685748188831,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,3.970957287704951e-10,1.1580772014130137e-10,0.780555693690724,-176209.91323569647,-27034.227240186217,178271.65496793287,-3.4520800741811372e-12,4.5046643597807164e-13,3.4813469876617055e-12,31780782965.005707,1.211977684850123e-23,1.1732389209278503e+25,electrolyte_concentration_molL,0.5917685748188831,0.0002398450520155589,8.018629753818934e-08,5.752564897634616e-08,6.429842312883029e-15,0.037167857778417586
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.7048574036451903,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,3.6384845254590115e-10,1.669027366146721e-10,0.9297252088323792,-213420.77517594915,-32784.664614912625,215924.2031607743,-6.0177200763579636e-12,3.76961698460815e-13,6.029515323764271e-12,46623261510.61534,3.6355055039508164e-23,6.894378958127455e+24,electrolyte_concentration_molL,0.7048574036451903,0.0002905024455392508,1.3887857529742326e-07,8.439167086428537e-08,1.9287258676642066e-14,0.05356652535559632
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.8395578619995121,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,3.333848410556947e-10,2.1799945048401517e-10,1.107402007383314,-234228.67538278276,-36019.86522101607,236982.07329271382,-8.642393089503022e-12,8.206229397152954e-13,8.681266055286899e-12,56160503062.11318,7.536438032267656e-23,4.4154552280568115e+24,electrolyte_concentration_molL,0.8395578619995121,0.00031883351117074676,1.999566792349464e-07,1.016548078454667e-07,3.9982673570667244e-14,0.06996573770277843
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,1.0,7.0,0.001,2220000000.0,1000000.0,45.0,5.468089245796927e-06,3.0547182891126743e-10,2.6909764038173673e-10,1.319033938823063,-242911.46385680352,-37389.37966477816,245772.14037553582,-1.1065582451075578e-11,1.0124041708426298e-12,1.1111799007662591e-11,60403944984.77209,1.2347207718669136e-22,3.005445689543188e+24,electrolyte_concentration_molL,1.0,0.00033065958692619386,2.5593944659088733e-07,1.0933576242620114e-07,6.550500032124968e-14,0.08636542377323894
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1e-06,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.499421223421231e-08,0.004643894796563799,5721298547.310117,-437517768.39837307,5738003038.088874,1.664016107798624e-06,0.00012768413162547298,0.00012769497413194509,3.2924678865117147e+19,1.6306006418558124e-08,2.484830381105645e+24,viscosity_Pa_s,1e-06,1.0,1.0,1.0,1.0,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1.191103133283008e-06,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.1936134195998516e-08,0.00418943601799808,5581724209.894862,-459261300.6712211,5600586228.031905,6.79306560313277e-06,0.00012572344992242747,0.0001259068369894407,3.1366566097620644e+19,1.5852531600685596e-08,2.7891881102017743e+24,viscosity_Pa_s,1.191103133283008e-06,0.9760514574243346,0.9859968087651068,0.9526764475401677,0.9721897068949745,0.9320339686736748
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1.4187266741165963e-06,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.9035043621649255e-08,0.0037927637204421597,5417034384.256046,-471312200.8067289,5437499122.835936,1.131722407935067e-05,0.00012279479392531982,0.00012331520983246145,2.956639671084157e+19,1.5206640976023994e-08,3.122758579792485e+24,viscosity_Pa_s,1.4187266741165963e-06,0.9476291815709764,0.965701357244036,0.8980010657648785,0.9325791113829733,0.8675569964078207
