frequency_hz,frequency_mhz,spectrum_unscaled_mv,field_response_abs_v_per_hz,spectrum_display_mv,z_m,r_m,salinity_key,note
676836.419753076,0.6768364197530761,0.025857733271073668,1.168018849787933e-09,11.8818142565756,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
687932.0987654215,0.6879320987654215,0.025299105173179678,1.134728598992474e-09,11.54316511869715,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
699027.777777767,0.699027777777767,0.024315001522774878,1.1024703881761256e-09,11.215014533422863,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
710123.4567901125,0.7101234567901126,0.024040836294330854,1.0762787289530971e-09,10.948576684396667,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
721219.135802458,0.721219135802458,0.02307352197956254,1.0460966597287755e-09,10.6415459027722,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
732314.8148148035,0.7323148148148035,0.022292401265566388,9.98684148393024e-10,10.159236346525343,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
743410.493827149,0.7434104938271491,0.02080251001208809,9.414682690369434e-10,9.57720083300686,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
754506.1728394945,0.7545061728394945,0.019552651774419397,8.782654584662442e-10,8.934262531256913,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
765601.85185184,0.76560185185184,0.017963732208756873,8.10584103555037e-10,8.245765690786964,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
776697.5308641855,0.7766975308641856,0.016527076946253518,7.447046991053296e-10,7.575599411238168,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
787793.2098765312,0.7877932098765311,0.015179098115103016,6.851352586151473e-10,6.969622009930828,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
798888.8888888767,0.7988888888888767,0.014189768393340758,6.310237848002538e-10,6.419166440540957,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
809984.5679012222,0.8099845679012222,0.01504452214808502,7.002588553351994e-10,7.123468642758406,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
821080.2469135677,0.8210802469135676,0.011608852245468534,5.413170935179909e-10,5.506614178579311,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
832175.9259259132,0.8321759259259132,0.011351495564405916,5.004086415648357e-10,5.090467959946206,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
843271.6049382586,0.8432716049382587,0.010039288872663253,4.586216300923057e-10,4.665384487411375,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
854367.2839506041,0.8543672839506041,0.009271640287786757,4.15514508112827e-10,4.22687202968117,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
865462.9629629496,0.8654629629629497,0.008357619460977246,3.742291314946938e-10,3.806891498905924,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
876558.6419752951,0.8765586419752951,0.0073725677609327665,3.3908452538972674e-10,3.449378705396172,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
887654.3209876406,0.8876543209876406,0.007089749440079431,3.1048946491884404e-10,3.158491963943101,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
